commid_id,commit_message,critical_class_name_list,issue_id
7779df6ce4633752a0f6768da94627aee2162103,"This patch adds ColumnFamilyStore.forceflush to the mbean so that it can be activated through the management agent.  patch by Eric Evans; reviewed by jbellis for CASSANDRA-34

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@771927 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-34
f17487c541dfae03858ae703015d4049094a0f55,"A make hint generation include a real timestamp so we can do meaningful deletes
 B call removeDeleted on the data we read locally to purge tombstones
 C because of (B) any supercolumn w/o subcolumns simply won't exist so we know we can skip re-deleting the endpoint data. so deleteKey becomes deleteHintedData.
 D because deleted data is not immediately purged, increased the scheduled interval from 20min to 60 to reduce the load of scanning the hint CF.

patch by Jun Rao and jbellis for CASSANDRA-34

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@771934 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-34
8dcf76ab27f9c7ac615fbaf5cd17fdfbd17cb9be,"tombstones take priority over non-tombstones w/ the same timestamp in supercolumn and column.  this makes HH management deterministic.
patch by jbellis; reviewed by Jun Rao for CASSANDRA-34

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@771935 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-34
362f287c84f19ae5cdd774f2fc013db5339d49ec,"refactor IColumn.addColumn to remove redundant name parameter.  patch by Sandeep Tata; reviewed by jbellis for CASSANDRA-96

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@772000 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-96
edacc67c266fc2bef360356d360f394ea9b46154,"remove unnecessary List creation in getSliceFrom and move close() cleanup for to the finally block.  patch by Jun Rao; reviewed by jbellis for CASSANDRA-201

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@779322 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-201
8f9e6a4516a58a8684886604b5c45c95e50f81ed,"To make available the Cassandra specific information available on the
node detail page:

- Exposed the existing StorageService.getLoadInfo()
- Created StorageService.getCurrentGenerationNumber() and added to
  MBean interface.

patch by Eric Evans; reviewed by jbellis for CASSANDRA-211

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@782629 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-211
b244a2e64527ea168dc4ac235933c23fb350ec09,"rename Table.doGC to forceCleanup.  patch by Eric Evans; reviewed by jbellis for CASSANDRA-211

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@782773 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-211
f685f4dec8ff0173394737cb7196b6bd2d111ed5,"expose compaction via JMX.  patch by Eric Evans; reviewed by jbellis for CASSANDRA-211

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@782774 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-211
72e6eea9e4ce1fcf30754534216586bcf9e7b041,"split sstable into data, index, and bloom filter files.  this allows us to avoid saving up index chunks
in memory until the sstable data is completely written, while still allowing fast scanning of the index
on startup.  it also simplifies the sstable/sequencefile code considerably.
patch by jbellis; reviewed by Jun Rao for  CASSANDRA-208

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@783077 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-208
cd2139ee7c91b2ed48afc98202d79e864db3e450,"system.exit on oome.  patch by jbellis; reviewed by Eric Evans for CASSANDRA-218

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@783388 13f79535-47bb-0310-9956-ffa450edef68",['CassandraDaemon.java'],CASSANDRA-218
01adb7a1aa008372423e4549f9e59bba79c560ca,"add nodeprobe cli tool.  patch by Eric Evans; reviewed by jbellis for CASSANDRA-211

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@785178 13f79535-47bb-0310-9956-ffa450edef68",['NodeProbe.java'],CASSANDRA-211
a116ef72e850b6e6830938003ae34681384a8948,"rethrow IOException with more details.  patch by jbellis; reviewed by Jun Rao for CASSANDRA-202

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@786025 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-202
a0c2b2a3809152591d5c5b89fd4b6f1c0a5c9108,"add CommitLog and RecoveryManager tests.  patch by jbellis; reviewed by goffinet for CASSANDRA-237

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@786243 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'ColumnFamilyStore.java']",CASSANDRA-237
9aeef94db8309764fa241b92c8ee92380e39cafa,"Pass and write table parameter as needed throughout the codebase to add multitable support.
(Many places cheated and just assumed that tables.get(0) was the only table.)
Patch builds but does not yet pass tests.

Patch by goffinet; reviewed by jbellis for CASSANDRA-79

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@787403 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'ColumnFamilyStore.java', 'StorageProxy.java']",CASSANDRA-79
cc373761dc025711eeb7c35bc64fe0881654d255,"cleanup of table.open.

patch by jbellis; reviewed by goffinet for CASSANDRA-79

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@787405 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'StorageService.java', 'NodeProbe.java']",CASSANDRA-79
5ccebd43c920619928d7e890d7593247e9f77ef9,"fix columnfamily id generation in the face of multiple tables and rip out TableMetadata serialization, which only complicates things needlessly.

patch by jbellis; reviewed by goffinet for CASSANDRA-79

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@787406 13f79535-47bb-0310-9956-ffa450edef68",['DatabaseDescriptor.java'],CASSANDRA-79
509cbb85de257a9c67311c7dd2fea18ed1b8f096,"remove table_ from CommitLog and add multitable tests.
patch by jbellis; reviewed by goffinet for CASSANDRA-79

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@787407 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-79
d48d8fcbf781e8745b81d5f0ccb8e1b10976c560,"r/m unused code dealing with sstables, and ConcurrentWriter / FastConcurrentWriter.  mmap is not faster than write() for sequential I/O, which is what the vast majority of our writes are.  mmap _does_ have an advantage when we seek back to the start of a commitlog segment to update the headers after memtable flush, but we do that infrequently enough that it's not worth the disadvantages (primarily, blowing up if we exceed the 4MB size).
patch by jbellis; reviewed by Eric Evans for CASSANDRA-224

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@787758 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'ColumnFamilyStore.java']",CASSANDRA-224
a2f9b401830fa2edddc3ffaaadeb6c4433a33f9a,"refactor read-only constructor to SSTable.open
patch by jbellis; reviewed by Eric Evans for CASSANDRA-224

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@787759 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-224
2493c9a5651a72aa4c36ff0f080ee3f6c6978dc8,"encapsulate sstable index
patch by jbellis; reviewed by Eric Evans for CASSANDRA-224

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@787760 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-224
2f322a8bd0a716b6010594ba4bb7cba9019a6ebc,"encapsulate sstable bloom filter
patch by jbellis; reviewed by Eric Evans for CASSANDRA-224

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@787761 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-224
f9a1343d92237e6a9553a4fd96db0208b6789126,"make static methods of SSTable that take a filename and then use the cache to grab an sstable object, simple non-static methods instead
patch by jbellis; reviewed by Eric Evans for CASSANDRA-224

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@787762 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-224
5cdc75d7603d1051c9d78d6ee11dd9cd44056f44,"move Hints cf to SYSTEM_TABLE
patch by jbellis; reviewed by Jun Rao for CASSANDRA-235

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@788142 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'ColumnFamilyStore.java']",CASSANDRA-235
682736ee5ebf33ed344abd1c6e04dc408a07bfe6,"r/m recycle cf and undocumented/incomplete Loader code using it
patch by jbellis; reviewed by Jun Rao for CASSANDRA-235

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@788143 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'ColumnFamilyStore.java']",CASSANDRA-235
81dd8ee5f6e224c550bdf956e0bec3ec2c92cbee,"use normal Table for system metadata
patch by jbellis; reviewed by Jun Rao for CASSANDRA-235

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@788144 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'StorageService.java']",CASSANDRA-235
b516ce8176c4ff90f4f1696aba9315941b67f0d0,"DBManager obscures rather than clarifies what is going on.  Remove it.

At some point we stopped calling DBManager.instance(), so Table.onStart was
not getting called.  Move that into CassandraDaemon so we don't rely on a side
effect to run it.

patch by jbellis; reviewed by Jun Rao for CASSANDRA-235

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@788145 13f79535-47bb-0310-9956-ffa450edef68","['CassandraDaemon.java', 'StorageService.java']",CASSANDRA-235
064a59cdb00361c6b92ce098922b87357cae7736,"cleanup CFS.onstart
patch by jbellis; reviewed by Jun Rao for CASSANDRA-235

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@788146 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-235
4e7f8deac0b4cfdbb24b6b8a304ca5bd289454fe,"switch to passing a single filename to open an sstable for writing.  this makes open-for-read and open-for-write consistent.

patch by jbellis; reviewed by Eric Evans for CASSANDRA-254

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@788473 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-254
261340a3425343c02970082ab6a5248a0d1d84c3,"r/m http server (use cli, nodeprobe, jmx as necessary instead).
patch by jbellis and Eric Evans for CASSANDRA-211

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@788892 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'MessagingService.java', 'StorageService.java']",CASSANDRA-211
0172497ad24e4b31ce4e70fee8bc69def99a9fe6,"minor code cleanups.  patch by Edward Ribeiro; reviewed by jbellis for CASSANDRA-273

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@791059 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'ColumnFamilyStore.java']",CASSANDRA-273
cdd8b170628176924c21db1cb6dcbecf4c7f2148,"add offset support to get_slice.  patch by Jun Rao; reviewed by jbellis for CASSANDRA-261

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@791553 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-261
26aefa2f4a04083c42f5338eda24a5bb09ab04ed,"encapsulate bloom filter access into sstable.getPosition
patch by jbellis; reviewed by Jun Rao for CASSANDRA-259

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@791589 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-259
013d59fc00d7d241abdf5bc0448ce55425c5f112,"add concurrentlinkedhashmap cache and config option.  config option is NOT yet wired up to control cache sizes.
patch by jbellis; reviewed by Jun Rao for CASSANDRA-259

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@791590 13f79535-47bb-0310-9956-ffa450edef68",['DatabaseDescriptor.java'],CASSANDRA-259
d6c0b0f2596de169186d3584474d8d5a34c3c9de,"refactor sstable into SSTable, SSTableReader, and SSTableWriter.
patch by jbellis; reviewed by Jun Rao for CASSANDRA-259

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@791591 13f79535-47bb-0310-9956-ffa450edef68","['ColumnFamilyStore.java', 'SSTableReader.java']",CASSANDRA-259
b54de30a0226daafaa6ecf0257371e6e8c2a0742,"per-table key cache size.
patch by jbellis; reviewed by Jun Rao for CASSANDRA-259

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@791592 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'ColumnFamilyStore.java', 'SSTableReader.java']",CASSANDRA-259
e324ef90519ffe2b9068ad852c8115ff8a7a1075,"disallow specifying ColumnSort on supercolumns.  patch by jbellis; reviewed by Evan Weaver for CASSANDRA-251

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@791598 13f79535-47bb-0310-9956-ffa450edef68",['DatabaseDescriptor.java'],CASSANDRA-251
23fa1bc0bd52c3167dbaaea40a94f16f9a823c73,"combine range version of get_slice into get_slice itself.
patch by jbellis; reviewed by Michael Greene for CASSANDRA-277

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@791872 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-277
4e3a4404c9e19d41db4de4f6c4bf85404e514c7f,"spelling fixes.  patch by Michael Greene; reviewed by jbellis for CASSANDRA-281

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@792126 13f79535-47bb-0310-9956-ffa450edef68","['ColumnFamilyStore.java', 'StorageProxy.java', 'StorageService.java']",CASSANDRA-281
7762e06571fc3ab1164c5e45d61e4cd03648a96c,"rename lock_ -> sstableLock_.
patch by jbellis; reviewed by Jun Rao for CASSANDRA-287

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@793051 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-287
4d1395e0fa7e96c2540bd2aff00dadaa68b57c34,"refactor out QueryFilter, SliceQueryFilter.
patch by jbellis; reviewed by Jun Rao for CASSANDRA-287

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@793052 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-287
48093358fb9022947592813a6aae43db148847ca,"replace namesfilter with NamesQueryFilter.  mv filter code into separate package.
patch by jbellis; reviewed by Jun Rao for CASSANDRA-287

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@793053 13f79535-47bb-0310-9956-ffa450edef68","['ColumnFamilyStore.java', 'SSTableReader.java']",CASSANDRA-287
dd4f4be2b426361b1c50b784f8e3c6557e765497,"add IdentityQueryFilter and finish removing IFilter.
patch by jbellis; reviewed by Jun Rao for CASSANDRA-287

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@793055 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-287
4b4459c0d1aef5d22477755c2d20083fc3c51012,"r/m ZooKeeper vestiges.  patch by Michael Greene; reviewed by jbellis for CASSANDRA-291

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@793691 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'StorageService.java']",CASSANDRA-291
ff764ff22b488206bf102a0155e55de85efd8aa9,"r/m offset from slice api; we could live with being inefficient but not with breaking read repair.
patch by jbellis; reviewed by Evan Weaver for CASSANDRA-286

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@794474 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-286
715b60d14776bc892a31fbc13c7afc81da013ee4,"fix not including tombstone-only keys in keyRange.
patch by jbellis; reviewed by Evan Weaver for CASSANDRA-286

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@794475 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-286
e425474af2e08dd4a54db2316cb6758f972fa778,"add get_slice for supercolumn, tests.  add back updated TimeSortTest.  we need to pass gcBefore to the filters so Slice can count correctly.
patch by jbellis; reviewed by Eric Evans for CASSANDRA-303

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@796129 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-303
985d96a52ca9abe2a5e7522435aa488bb1f9505a,"rename DD.getType -> getComparator
patch by jbellis; reviewed by Eric Evans for CASSANDRA-304

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@796130 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'ColumnFamilyStore.java', 'SSTableReader.java']",CASSANDRA-304
b866f81415e160bc7669250e531035b4dc976988,"add SubcolumnCompareWith option and subcolumnComparator code.
patch by jbellis; reviewed by Eric Evans for CASSANDRA-304

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@796132 13f79535-47bb-0310-9956-ffa450edef68",['DatabaseDescriptor.java'],CASSANDRA-304
cf01ea1c49f1168292cca9faa860617ab973334e,"Return standard/super designation to introspection and fix typo in DD.  patch by Michael Greene; reviewed by jbellis for CASSANDRA-314

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@797209 13f79535-47bb-0310-9956-ffa450edef68",['DatabaseDescriptor.java'],CASSANDRA-314
38d81587acfff4e97e632967ff86e05c3e6d6492,"finish snapshot support.  patch by Sammy Yu; reviewed by jbellis and Michael Greene for CASSANDRA-279

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@798228 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'ColumnFamilyStore.java', 'StorageService.java', 'NodeProbe.java']",CASSANDRA-279
d76bbca3e2f3572ad83daa8de3db40560148de9e,"add ConsistencyLevel Thrift enum to avoid client having to compute quorum size. patch by Sammy Yu; reviewed by jbellis for CASSANDRA-300

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@798298 13f79535-47bb-0310-9956-ffa450edef68",['StorageProxy.java'],CASSANDRA-300
acd50bd901367f6506495580d5c11b9bf0be2b67,"add ConsistencyLevel parameter to read ops.  patch by Sammy Yu; reviewed by jbellis for CASSANDRA-232

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@798390 13f79535-47bb-0310-9956-ffa450edef68",['StorageProxy.java'],CASSANDRA-232
8588982b85aad50e480b7816fd5630ed1bf09423,"combine switchMemtable and enqueueFlush so that they always operate on the same object.  move forceFlush guts from MT to CFS since it encapsulates better there
patch by jbellis; reviewed by Brandon Williams for CASSANDRA-320

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@798935 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-320
51dbca6927af69fd8f116910c5288ff2a0a6b6ec,"Pluggable replicaplacement, endpointsnitch classes.  patch by Sammy Yu; reviewed by jbellis for CASSANDRA-323

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@799043 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'StorageService.java']",CASSANDRA-323
56a846ba1c4eedefb39b3c82903d92a1e37ecc37,"Pluggable replicaplacement, endpointsnitch classes (take 2).  patch by Sammy Yu; reviewed by jbellis for CASSANDRA-323

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@799065 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'StorageService.java']",CASSANDRA-323
572b5f852dc20d954100a75f6029418873bf198d,"table -> keyspace
patch by jbellis; reviewed by Michael Greene for CASSANDRA-271

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@799140 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'CassandraDaemon.java', 'NodeProbe.java']",CASSANDRA-271
edf2226079d61a0e23f803bc3f064b9e360fb141,"add CompareSubcolumnsWith to describe_keyspace.  patch by Evan Weaver; reviewed by Michael Greene for CASSANDRA-326

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@799320 13f79535-47bb-0310-9956-ffa450edef68",['DatabaseDescriptor.java'],CASSANDRA-326
70ce402fddc5361d249d161ba119f3fd2784cced,"Make range queries continue on the next node when necessary.
Patch by Arin Sarkissian; reviewed by jbellis for CASSANDRA-212

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@799684 13f79535-47bb-0310-9956-ffa450edef68","['StorageProxy.java', 'StorageService.java']",CASSANDRA-212
22dc26bb9d1527c187df3a57d40655c646fd4dd6,"make CommitLog use a raw BufferedRandomAccessFile instead of overloading AbstractWriter/IFileReader unnecessarily.  the set of AW features used by both CommitLog and SSTable was nil.
patch by jbellis; reviewed by Stu Hood for CASSANDRA-330

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@799942 13f79535-47bb-0310-9956-ffa450edef68",['SSTableReader.java'],CASSANDRA-330
c31d44ae89c6c723eb9eaa23b082674f8f4aa9a6,"move next, getColumnGroupReader out of SSTableReader.
patch by jbellis; reviewed by Stu Hood for CASSANDRA-330

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@799943 13f79535-47bb-0310-9956-ffa450edef68",['SSTableReader.java'],CASSANDRA-330
0f95411c030f89dd4274cc4e9fdd14b1fda32b2e,"r/m SF.next(DataOutput) in favor of more-efficient IteratingRow.
patch by jbellis; reviewed by Stu Hood for CASSANDRA-330

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@799944 13f79535-47bb-0310-9956-ffa450edef68","['ColumnFamilyStore.java', 'SSTableReader.java']",CASSANDRA-330
d1f4234d26ba7289233df9245a54774be551186b,"r/m SequenceFile. ColumnGroupReader moved to SSTableSliceIterator mostly unchanged for now. (finish cleaning this up in #332)
patch by jbellis; reviewed by Stu Hood for CASSANDRA-330

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@799949 13f79535-47bb-0310-9956-ffa450edef68",['SSTableReader.java'],CASSANDRA-330
45514cf1be89387be5779e9cc1c142ea95093eef,"remove AbstractWriter. all it was providing was append methods, which are inlined into SSTableWriter now; the rest was all wrappers. also, rename some variables in SST/SSTW.
patch by jbellis; reviewed by Stu Hood for CASSANDRA-330

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@799950 13f79535-47bb-0310-9956-ffa450edef68",['SSTableReader.java'],CASSANDRA-330
